,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,train,ExterQual_Num,ExterCond_Num,BsmtCond_Num,BsmtQual_Num,HeatingQC_Num,KitchenQual_Num,FireplaceQu_Num,GarageQual_Num,GarageCond_Num,PoolQC_Num,BsmtExposure_Num,BsmtFinType1_Num,BsmtFinType2_Num,Functional_Num,GarageFinish_Num,PavedDrive_Num,LotShape_Num,YearsOld,YearSinceRemodel,YearSinceGarageBlt,YrSold-Month,BsmtBath,Bath,Basement,BsmtScore,TotalSF,SF_score,add_TotalBaths,add_TotRmsAbvGrdWBath,add_SFPerRm,add_GarageSpacious,add_PorchSF,add_OutdoorSF,add_YardSF,add_NormalSale_bi,add_Cond1_2_NearRlrd_bi,add_Cond1_2_NearPosFtr_bi,add_Cond1_2_NearBusyRd_bi,add_HasPool_bi,add_HasDeck_bi,add_HasPorch_bi,add_MasVnrStoneBrick_bi,add_HasFinishedBasement_bi,HasSecondFloor,OverallQual_exp,YearsOld_log,YearSinceGarageBlt_log,YearSinceRemodel_log,SF_score_log,TotalSF_log,1stFlrSF_log,2ndFlrSF_log,LowQualFinSF_log,TotalBsmtSF_log,GrLivArea_log,outlier,Basement_FireplaceQu,Basement_Basement,Neighborhood_FireplaceQu,Neighborhood_Basement,OverallQual_FireplaceQu,OverallQual_Basement,OverallQual_Neighborhood,OverallQual_OverallQual,TotalBsmtSF_log_TotalBsmtSF_log,LotArea_TotalBsmtSF_log,LotArea_LotArea,Basement_TotalBsmtSF_log,Basement_LotArea,OverallQual_TotalBsmtSF_log,OverallQual_LotArea,TotalSF_log_TotalBsmtSF_log,TotalSF_log_LotArea,TotalSF_log_Basement,TotalSF_log_OverallQual,TotalSF_log_TotalSF_log,SF_score_TotalBsmtSF_log,SF_score_LotArea,SF_score_Basement,SF_score_OverallQual,SF_score_TotalSF_log,SF_score_SF_score,YearSinceRemodel_log_TotalBsmtSF_log,YearSinceRemodel_log_LotArea,YearSinceRemodel_log_Basement,YearSinceRemodel_log_OverallQual,YearSinceRemodel_log_TotalSF_log,YearSinceRemodel_log_SF_score,YearSinceRemodel_log_YearSinceRemodel_log
427,428,s20,RL,77.0,8593,Pave,No_alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288.0,Unf,0.0,619.0,907.0,GasA,Ex,1,SBrkr,907,0,0,907,3,1,TA,5,Typ,0,No_fireplace,Detchd,Unf,1.0,352.0,TA,TA,Y,0,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m7,y2008,WD,Normal,1,3,3,3,3,5,3,0,3,3,0,1,3,1,7,1,2,1,51,51,44,2008-7,0.0,1.0,1,75.8436191859799,1814.0,1587.25,1.0,6.0,151.16666666666666,1,0,7686,7686,1,0,0,0,1,0,0,0,1,0,6.38905609893065,4.002197873487609,3.865314591310325,4.002197873487609,7.372098092141865,7.50533730223941,6.81423360885176,1.3132616875182228,1.3132616875182228,6.81423360885176,6.81423360885176,0,1_No_fireplace,0.0001,NAmes_No_fireplace,NAmes_1,4_No_fireplace,0.0004,4_NAmes,0.0016,0.004643377967600487,5.855470940086318,7383.964900000001,0.0006814233608851759,0.8593000000000001,0.0027256934435407037,3.4372000000000003,0.005114312169068859,6.449336343814326,0.000750533730223941,0.003002134920895764,0.005633008802038635,1.0815892295649956,1363.923925,0.158725,0.6349,1.1912846632979506,251.93625625,0.002727191125879431,3.439088632687903,0.0004002197873487609,0.0016008791493950436,0.0030037844990829796,0.6352488574693208,0.001601758781854874
428,429,s20,RL,64.0,6762,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,664.0,Unf,0.0,544.0,1208.0,GasA,Ex,1,SBrkr,1208,0,0,1208,2,1,Gd,6,Typ,0,No_fireplace,Attchd,RFn,2.0,628.0,TA,TA,Y,105,54,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m9,y2007,New,Partial,1,4,3,3,4,5,4,0,3,3,0,1,6,1,7,2,2,0,0,0,0,2007-9,1.0,2.0,1,108.22586906318251,2416.0,2114.0,3.0,9.0,134.22222222222223,0,54,5554,5395,0,0,0,0,1,1,1,1,1,0,32.11545195869231,1.3132616875182228,1.3132616875182228,1.3132616875182228,7.658094505902112,7.791406399906696,7.09979469887513,1.3132616875182228,1.3132616875182228,7.09979469887513,7.09979469887513,0,1_No_fireplace,0.0001,CollgCr_No_fireplace,CollgCr_1,7_No_fireplace,0.0007000000000000001,7_CollgCr,0.004900000000000001,0.005040708476617541,4.800881175379364,4572.464400000001,0.0007099794698875131,0.6762,0.004969856289212592,4.7334000000000005,0.005531738585483933,5.268549007616908,0.0007791406399906696,0.005453984479934688,0.006070601368850702,1.5008965993422028,1429.4868000000001,0.2114,1.4798000000000002,1.6471033129402757,446.8996,0.0009323888367277687,0.8880275530998224,0.0001313261687518223,0.0009192831812627561,0.0010232155516881748,0.2776235207413523,0.00017246562599032103
429,430,s20,RL,130.0,11457,Pave,No_alley,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005.0,Unf,0.0,387.0,1392.0,GasA,TA,1,SBrkr,1412,0,0,1412,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2.0,576.0,TA,TA,Y,0,0,169,0,0,0,No_pool,No_fence,No_miscFeature,0,m3,y2009,WD,Normal,1,3,3,3,4,3,4,3,3,3,0,2,6,1,7,1,2,1,21,21,21,2009-3,1.0,2.0,1,120.24273664422621,2804.0,2456.0,3.0,9.0,156.88888888888889,0,169,10045,9876,1,0,0,0,1,0,1,0,1,0,19.085536923187668,3.207543124852647,3.207543124852647,3.207543124852647,7.807802102786614,7.940127433128446,7.255392300948815,1.3132616875182228,1.3132616875182228,7.241164459109373,7.255392300948815,0,1_TA,0.0001,Timber_TA,Timber_1,6_TA,0.0006,6_Timber,0.0036,0.005243446272386873,8.296202120801608,13126.284899999999,0.0007241164459109373,1.1457,0.004344698675465624,6.874199999999999,0.005749576856956904,9.09700400013526,0.0007940127433128446,0.004764076459877068,0.006304562365431894,1.7784299911572619,2813.8392,0.24559999999999998,1.4735999999999998,1.9500952975763464,603.1936,0.0023226347276743605,3.6748821581436775,0.00032075431248526474,0.0019245258749115883,0.0025468301158585046,0.7877725914638101,0.0010288332897789485
430,431,s160,RM,21.0,1680,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387.0,Unf,0.0,96.0,483.0,GasA,TA,1,SBrkr,483,504,0,987,2,1,TA,4,Typ,0,No_fireplace,Detchd,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m7,y2008,COD,Abnorml,1,3,3,3,3,3,3,0,3,3,0,1,5,1,7,1,2,0,37,37,37,2008-7,0.0,1.5,1,84.72528165633695,1470.0,1349.25,1.5,5.5,179.45454545454547,0,0,1197,1197,0,0,0,0,1,0,0,1,1,1,19.085536923187668,3.7066771765696025,3.7066771765696025,3.7066771765696025,7.210056185049333,7.29554392953581,6.18768547896209,6.2299267304215595,1.3132616875182228,6.18768547896209,6.898430217254224,0,1_No_fireplace,0.0001,BrDale_No_fireplace,BrDale_1,6_No_fireplace,0.0006,6_BrDale,0.0036,0.003828745158655831,1.0395311604656312,282.24,0.000618768547896209,0.168,0.0037126112873772537,1.008,0.004514253123391876,1.2256513801620164,0.0007295543929535811,0.004377326357721486,0.0053224961227786825,0.83487346324896,226.674,0.134925,0.80955,0.9843512646926192,182.04755624999999,0.002293575254065993,0.6227217656636933,0.00037066771765696026,0.0022240063059417617,0.0027042226174271303,0.5001234180486536,0.0013739455691302001
431,432,s50,RM,60.0,5586,Pave,No_alley,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,Gd,1,SBrkr,1088,110,0,1198,4,1,TA,7,Typ,0,No_fireplace,No_garage,No_garage,0.0,0.0,No_garage,No_garage,N,0,98,0,0,0,0,No_pool,MnPrv,No_miscFeature,0,m9,y2008,ConLD,Abnorml,1,3,3,3,3,4,3,0,0,0,0,1,1,1,7,0,0,1,88,10,136,2008-9,0.0,1.0,1,71.44845246065755,2099.0,1873.75,1.0,8.0,149.75,0,98,4498,4400,0,0,0,2,1,0,1,0,0,1,19.085536923187668,4.518721725023783,4.939628122614659,2.6187293832937852,7.537679489662543,7.650986206590608,6.995508139347765,4.733724177879169,1.3132616875182228,6.807623604441606,7.091507713106401,0,1_No_fireplace,0.0001,OldTown_No_fireplace,OldTown_1,6_No_fireplace,0.0006,6_OldTown,0.0036,0.004634373913975052,3.8027385454410805,3120.3396,0.0006807623604441605,0.5586,0.004084574162664963,3.3516,0.005208503429724337,4.273840895001514,0.0007650986206590609,0.004590591723954365,0.0058537589933439745,1.275578472882246,1046.67675,0.187375,1.12425,1.4336035404599152,351.09390625000003,0.0017827323963355579,1.4628222335079084,0.0002618729383293785,0.001571237629976271,0.002003586239037428,0.490684418194673,0.0006857743582926248
432,433,s160,RM,24.0,1920,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471.0,Unf,0.0,294.0,765.0,GasA,Ex,1,SBrkr,765,600,0,1365,2,1,TA,6,Min1,0,No_fireplace,Detchd,Unf,2.0,440.0,TA,TA,Y,240,36,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m8,y2007,WD,Normal,1,3,3,3,3,5,3,0,3,3,0,1,5,1,6,1,2,0,36,36,36,2007-8,1.0,1.5,1,86.08795161599029,2130.0,1938.75,2.5,8.5,160.58823529411765,0,36,1155,879,1,0,0,0,1,1,1,1,1,1,11.182493960703473,3.6818115811532164,3.6818115811532164,3.6818115811532164,7.571714753577453,7.6656214090085735,6.6447245588594,6.403107668312983,1.3132616875182228,6.6447245588594,7.221630020202947,0,1_No_fireplace,0.0001,BrDale_No_fireplace,BrDale_1,5_No_fireplace,0.0005,5_BrDale,0.0025000000000000005,0.004415236446310924,1.2757871153010047,368.64,0.0006644724558859399,0.192,0.0033223622794297,0.96,0.005093594283535766,1.471799310529646,0.0007665621409008573,0.003832810704504287,0.005876175158625058,1.288245973848866,372.23999999999995,0.193875,0.969375,1.486172350671537,375.87515625,0.0024464623834381735,0.7069078235814176,0.00036818115811532165,0.0018409057905766084,0.0028223373680423803,0.7138112202960798,0.001355573651911395
433,434,s60,RL,100.0,10839,Pave,No_alley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,926.0,926.0,GasA,Ex,1,SBrkr,926,678,0,1604,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,470.0,TA,TA,Y,0,36,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m7,y2008,WD,Normal,1,3,3,3,4,5,3,3,3,3,0,1,1,1,7,3,2,1,11,10,11,2008-7,0.0,2.5,1,85.39941956957318,2530.0,2298.5,2.5,9.5,168.8421052631579,0,36,9913,9877,1,0,0,0,1,0,1,0,0,1,19.085536923187668,2.6890903828778803,2.6890903828778803,2.6187293832937852,7.741628407474738,7.83744317941591,6.834881617491836,6.5246164960060025,1.3132616875182228,6.834881617491836,7.382571236522098,0,1_TA,0.0001,Gilbert_TA,Gilbert_1,6_TA,0.0006,6_Gilbert,0.0036,0.004671560672512781,7.4083281851994,11748.392100000001,0.0006834881617491835,1.0839,0.004100928970495101,6.5034,0.005356799631512656,8.495004662168904,0.000783744317941591,0.004702465907649545,0.006142551559057296,1.5709975397804983,2491.34415,0.22985,1.3791,1.8014363147887467,528.310225,0.0017898705323060422,2.8384407785521337,0.0002618729383293785,0.001571237629976271,0.002052414274383191,0.6019149487500765,0.0006857743582926248
434,435,s180,RM,21.0,1890,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495.0,Unf,0.0,135.0,630.0,GasA,Gd,1,SBrkr,630,0,0,630,1,1,TA,3,Typ,0,No_fireplace,No_garage,No_garage,0.0,0.0,No_garage,No_garage,Y,88,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m6,y2008,WD,Normal,1,3,4,3,4,4,3,0,0,0,0,3,5,1,7,0,2,0,36,36,136,2008-6,1.0,1.0,1,107.30159042657876,1260.0,1102.5,2.0,5.0,126.0,0,0,1260,1172,1,0,0,0,1,1,0,0,1,0,6.38905609893065,3.6818115811532164,4.939628122614659,3.6818115811532164,7.008702524117612,7.141813671565473,6.451604505256022,1.3132616875182228,1.3132616875182228,6.451604505256022,6.451604505256022,0,1_No_fireplace,0.0001,MeadowV_No_fireplace,MeadowV_1,4_No_fireplace,0.0004,4_MeadowV,0.0016,0.00416232006922398,1.219353251493388,357.2099999999999,0.0006451604505256022,0.189,0.0025806418021024086,0.756,0.004607615725917086,1.3498027839258744,0.0007141813671565474,0.0028567254686261896,0.005100550251935951,0.7112893967044763,208.3725,0.11025,0.441,0.7873849572900935,121.55062500000001,0.002375359218447189,0.6958623888379579,0.00036818115811532165,0.0014727246324612866,0.0026294812286408137,0.40591972682214217,0.001355573651911395
435,436,s60,RL,43.0,10667,Pave,No_alley,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385.0,ALQ,344.0,70.0,799.0,GasA,Ex,1,SBrkr,827,834,0,1661,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2.0,550.0,TA,TA,Y,158,61,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m4,y2009,ConLw,Normal,1,4,3,3,4,5,4,3,3,3,0,3,6,5,7,2,2,1,13,13,13,2009-4,1.0,2.5,1,117.8591585901401,2460.0,2260.25,3.5,9.5,174.8421052631579,0,61,9840,9621,1,0,1,0,1,1,1,0,1,1,32.11545195869231,2.8165028409204367,2.8165028409204367,2.8165028409204367,7.724874429431852,7.809426984443303,6.7222907263414635,6.730681864758871,1.3132616875182228,6.688003820296712,7.417411187995564,0,1_TA,0.0001,CollgCr_TA,CollgCr_1,7_TA,0.0007000000000000001,7_CollgCr,0.004900000000000001,0.004472939510030341,7.134093675110503,11378.4889,0.0006688003820296712,1.0667,0.004681602674207698,7.466900000000001,0.005222947750628504,8.330315764305672,0.0007809426984443303,0.005466598889110313,0.006098714982535123,1.5116560634825642,2411.008675,0.226025,1.582175,1.7651257341587976,510.87300624999995,0.0018836781759952422,3.0043635804098296,0.00028165028409204366,0.001971551988644306,0.0021995273287645284,0.6366000546190417,0.000793268825291289
436,437,s50,RM,40.0,4400,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,648.0,648.0,GasA,TA,1,FuseA,734,384,0,1118,2,1,TA,6,Typ,0,No_fireplace,Detchd,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m10,y2006,WD,Normal,1,3,3,3,2,3,3,0,3,3,0,1,1,1,7,1,2,0,86,86,16,2006-10,0.0,1.0,1,55.04117809198477,1766.0,1604.0,1.0,7.0,159.71428571428572,0,0,3666,3666,1,0,0,0,1,0,0,0,0,1,19.085536923187668,4.496674559094797,2.981546217004304,4.496674559094797,7.382571236522098,7.478575650091351,6.603562019782531,5.960278998139449,1.3132616875182228,6.479612385466673,7.0226169688409605,0,1_No_fireplace,0.0001,OldTown_No_fireplace,OldTown_1,6_No_fireplace,0.0006,6_OldTown,0.0036,0.004198537666589312,2.8510294496053366,1936.0,0.0006479612385466674,0.44,0.003887767431280004,2.6399999999999997,0.00484582714079814,3.2905732860401944,0.0007478575650091352,0.004487145390054811,0.005592909375413928,1.0393298266288544,705.76,0.1604,0.9623999999999999,1.1995635342746527,257.28159999999997,0.002913670816652354,1.9785368060017106,0.00044966745590947966,0.002698004735456878,0.003362872086403161,0.7212665992788053,0.0020220082090410384
437,438,s45,RM,50.0,6000,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Gd,1,SBrkr,904,0,0,904,2,1,TA,4,Typ,0,No_fireplace,Detchd,Unf,1.0,180.0,TA,TA,Y,0,0,105,0,0,0,No_pool,No_fence,No_miscFeature,0,m1,y2009,WD,Normal,1,4,3,3,3,4,3,0,3,3,0,1,1,1,7,1,2,0,83,5,83,2009-1,0.0,1.0,1,71.24867027258325,1788.0,1567.0,1.0,5.0,180.8,0,105,5096,4991,1,0,0,0,1,0,1,0,0,0,19.085536923187668,4.462664724631348,4.462664724631348,2.1654221804855953,7.359288298068485,7.490930372375193,6.810934068156528,1.3132616875182228,1.3132616875182228,6.788654442464504,6.810934068156528,0,1_No_fireplace,0.0001,BrkSide_No_fireplace,BrkSide_1,6_No_fireplace,0.0006,6_BrkSide,0.0036,0.004608582913919306,4.073192665478703,3600.0,0.0006788654442464505,0.6,0.004073192665478703,3.5999999999999996,0.0050853337750617145,4.494558223425116,0.0007490930372375193,0.004494558223425115,0.005611403784377315,1.0637821511341878,940.2,0.1567,0.9401999999999999,1.1738287893511927,245.5489,0.0014700302905364712,1.2992533082913573,0.00021654221804855956,0.0012992533082913573,0.0016221026780814463,0.33932165568209277,0.000468905321973899
438,439,s30,RL,40.0,4280,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,365.0,Unf,0.0,75.0,440.0,GasA,TA,0,SBrkr,694,0,0,694,2,1,Gd,4,Typ,1,Gd,Detchd,Unf,1.0,352.0,Gd,TA,P,0,0,34,0,0,0,No_pool,MnPrv,No_miscFeature,0,m3,y2007,WD,Normal,1,3,3,3,3,3,4,4,4,3,0,1,2,1,7,1,1,0,94,5,17,2007-3,0.0,1.0,1,68.98611069114212,1134.0,1024.0,1.0,5.0,138.8,1,34,3586,3552,1,0,0,0,1,0,1,0,0,0,11.182493960703473,4.582088663636305,3.0310164906160337,2.1654221804855953,6.935096363543991,7.036780028528333,6.547815413595247,1.3132616875182228,1.3132616875182228,6.095189860665313,6.547815413595247,0,1_Gd,0.0001,Crawfor_Gd,Crawfor_1,5_Gd,0.0005,5_Crawfor,0.0025000000000000005,0.0037151339437557235,2.6087412603647535,1831.8399999999997,0.0006095189860665312,0.428,0.0030475949303326567,2.14,0.0042890510281618065,3.0117418522101262,0.0007036780028528333,0.003518390014264167,0.004951627316989521,0.624147441732128,438.272,0.1024,0.512,0.7205662749213013,104.8576,0.0013198659318555575,0.9268006932478348,0.00021654221804855956,0.0010827110902427977,0.0015237599552973314,0.22173923128172499,0.000468905321973899
439,440,s50,RL,67.0,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Gd,1,SBrkr,684,512,0,1196,3,1,Gd,7,Typ,0,No_fireplace,Detchd,Unf,2.0,528.0,TA,TA,Y,0,46,0,0,0,0,No_pool,GdPrv,Shed,800,m8,y2009,ConLI,Normal,1,3,3,2,3,4,4,0,3,3,0,2,1,1,7,1,2,0,89,9,4,2009-8,0.0,1.0,1,65.29418838262225,1880.0,1709.0,1.0,8.0,149.5,0,46,11670,11624,1,0,0,0,1,0,1,0,0,1,19.085536923187668,4.529565668105476,2.0435917781858577,2.5430404724093343,7.445837025854991,7.541002912017109,6.533379279989395,6.245560650939435,1.3132616875182228,6.533379279989395,7.089842043071491,0,1_No_fireplace,0.0001,Edwards_No_fireplace,Edwards_1,6_No_fireplace,0.0006,6_Edwards,0.0036,0.004268504481619475,8.0713367624989,15262.131600000002,0.0006533379279989396,1.2354,0.003920027567993638,7.4124,0.004926823217571227,9.316154997505937,0.0007541002912017109,0.004524601747210265,0.005686672491905051,1.1165545189501878,2111.2986,0.1709,1.0253999999999999,1.2887573976637239,292.0681,0.001661464793061359,3.141672199614492,0.00025430404724093345,0.0015258242834456006,0.0019177075607816154,0.43460561673475523,0.0006467054844311891
440,441,s20,RL,105.0,15431,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767.0,ALQ,539.0,788.0,3094.0,GasA,Ex,1,SBrkr,2402,0,0,2402,2,1,Ex,10,Typ,2,Gd,Attchd,Fin,3.0,672.0,TA,TA,Y,0,72,0,0,170,0,No_pool,No_fence,No_miscFeature,0,m4,y2009,WD,Normal,1,5,3,3,5,5,5,4,3,3,0,4,6,5,7,3,2,0,1,1,1,2009-4,1.0,2.0,1,157.1529330910651,5496.0,4722.5,3.0,13.0,184.76923076923077,0,242,13029,12787,1,0,0,0,1,0,1,1,1,0,147.4131591025766,1.551444713932051,1.551444713932051,1.551444713932051,8.4608806441175,8.612452148422962,7.785603799832215,1.3132616875182228,1.3132616875182228,8.038421081344339,7.785603799832215,0,1_Gd,0.0001,NridgHt_Gd,NridgHt_1,10_Gd,0.001,10_NridgHt,0.010000000000000002,0.00646162134810011,12.40408757062245,23811.576100000002,0.000803842108134434,1.5431000000000001,0.00803842108134434,15.431000000000001,0.006923051691195249,13.289874910231473,0.0008612452148422963,0.008612452148422963,0.00741743320088753,3.796144355664864,7287.28975,0.47225,4.7225,4.067230527092744,2230.200625,0.0012471165895011637,2.394034338068548,0.00015514447139320511,0.0015514447139320512,0.0013361743359663542,0.7326697661544112,0.00024069807003877038
441,442,s90,RL,92.0,12108,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133.0,Unf,0.0,1307.0,1440.0,GasA,TA,0,FuseF,1440,0,0,1440,4,2,Fa,8,Typ,0,No_fireplace,No_garage,No_garage,0.0,0.0,No_garage,No_garage,Y,0,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m9,y2008,WD,Normal,1,3,3,3,3,3,2,0,0,0,0,1,5,1,7,0,2,0,53,53,136,2008-9,0.0,2.0,1,79.05447591151702,2880.0,2520.0,2.0,10.0,144.0,0,0,10668,10668,1,0,0,0,1,0,0,1,1,0,6.38905609893065,4.038096589601075,4.939628122614659,4.038096589601075,7.833488601674255,7.966835810494994,7.27497720473247,1.3132616875182228,1.3132616875182228,7.27497720473247,7.27497720473247,0,1_No_fireplace,0.0001,Edwards_No_fireplace,Edwards_1,4_No_fireplace,0.0004,4_Edwards,0.0016,0.005292529332937707,8.808542399490076,14660.366399999999,0.000727497720473247,1.2108,0.002909990881892988,4.8432,0.005795854891519742,9.64624479934734,0.0007966835810494995,0.003186734324197998,0.006347047283138544,1.8332942555925824,3051.216,0.252,1.008,2.0076426242447387,635.04,0.002937706063985575,4.889327350688982,0.0004038096589601075,0.00161523863584043,0.0032170852516271555,1.017600340579471,0.0016306224066947833
442,443,s50,RM,52.0,6240,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1078.0,1078.0,GasA,TA,1,SBrkr,1128,445,0,1573,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2.0,360.0,TA,TA,P,0,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m6,y2008,WD,Normal,1,3,3,3,3,3,3,4,3,3,0,1,1,1,7,1,1,0,78,16,78,2008-6,0.0,2.0,1,73.32979463521042,2651.0,2381.5,2.0,10.0,157.3,0,0,5112,5112,1,0,0,0,1,0,0,0,0,1,11.182493960703473,4.4032777446238756,4.4032777446238756,2.981546217004304,7.777045921913715,7.884093819506943,7.031492360147734,6.10639525614225,1.3132616875182228,6.986306057508917,7.3631009291711145,0,1_Gd,0.0001,BrkSide_Gd,BrkSide_1,5_Gd,0.0005,5_BrkSide,0.0025000000000000005,0.0048808472329185774,4.359454979885563,3893.7599999999998,0.0006986306057508916,0.624,0.003493153028754458,3.12,0.0055080692409189965,4.919674543372333,0.0007884093819506944,0.003942046909753472,0.006215893535478758,1.6637887875957484,1486.056,0.23815000000000003,1.1907500000000002,1.8775969431155786,567.1542250000001,0.0020829994396599962,1.8604848394106857,0.0002981546217004304,0.001490773108502152,0.002350679010205794,0.7100552315795751,0.0008889617844132676
